"PSRC_trips","App_data_estimated_trips","TAZ"
1005,326.67,2749
1973,647.7,2750
1939,892.79,2751
4609,1815.84,2752
3260,907.95,2753
1785,2979.22,2754
1331,764.53,2755
2254,1112.28,2756
2498,2007.81,2757
1314,498.01,2758
1298,1710.29,2759
939,1310.83,2760
1709,577.56,2761
1529,719.32,2762
2371,904.71,2763
1722,744.78,2764
3812,1306.91,2765
2691,811.2,2766
2168,651.64,2767
3170,1338.74,2768
4849,1548.79,2769
4831,2122.38,2770
2054,664.36,2771
1769,445.67,2772
1717,1123.95,2773
2481,1049.3,2774
1347,715.76,2775
2157,758.84,2776
1348,587.34,2777
1289,812.79,2778
3607,1829.37,2779
215,264.68,2780
4007,1719.57,2781
3571,1308.98,2782
3799,1756.18,2783
1633,449.52,2784
2683,686.32,2785
1305,571.42,2786
1937,1438.77,2787
2073,1438.5,2788
1687,385.43,2789
4152,1769.29,2790
4979,1653.59,2791
1969,1289.85,2792
1888,681.17,2793
8041,2625.32,2794
3919,1398.03,2795
1531,720.86,2796
1361,523.48,2797
976,490.43,2798
6211,3077.08,2799
2278,1018.84,2800
2166,686.55,2801
1939,628.36,2802
2720,1071.59,2803
1363,770.77,2804
3494,1346.5,2805
1792,731.54,2806
1778,1156.23,2807
9877,3270.42,2808
1024,593.39,2809
1095,454.19,2810
1156,458.63,2811
2414,833.63,2812
5271,1976.04,2813
1535,865.64,2814
2250,1036.3,2815
1921,1081.43,2816
2453,921.72,2817
3038,1990.28,2818
3597,3508.96,2819
1557,933.98,2820
2119,1459.54,2821
1673,867.75,2822
1758,637.29,2823
4136,1508.47,2824
5651,3474.03,2825
5394,2889.06,2826
7042,2755.63,2827
1234,935.63,2828
2818,1457.12,2829
2053,751.62,2830
334,277.56,2831
1954,782.03,2832
4730,3269.53,2833
1944,1030.61,2834
2733,1322.91,2835
1777,1064.96,2836
2720,1317,2837
2766,1038.07,2838
7995,1868.09,2839
5062,1858.75,2840
3426,1404.67,2841
2675,1181.94,2842
7658,1381.09,2843
2001,798.14,2844
815,153.91,2845
1378,834.17,2846
1714,352.09,2847
1864,522.79,2848
1320,642.01,2849
2263,775.73,2850
1019,361.68,2851
1493,622.48,2852
2207,1326.23,2853
486,359.44,2854
587,555.84,2855
601,299.77,2856
360,334.02,2857
604,1058.04,2858
589,547.77,2859
1568,687.43,2860
1171,291.76,2861
6698,1840.21,2862
2258,1167.11,2863
1410,880.63,2864
2847,642.6,2865
1349,678.96,2866
1428,418.42,2867
2150,1238.15,2868
2227,781.82,2869
1500,614.02,2870
2233,640.98,2871
1212,265.77,2872
334,218.51,2873
2785,1328.7,2874
1315,670.38,2875
2475,936.51,2876
1524,527.99,2877
1491,425.24,2878
400,468.14,2879
3656,584.28,2880
1716,1046.98,2881
469,483.21,2882
446,408.59,2883
383,230.11,2884
855,401.19,2885
561,315.83,2886
780,322.93,2887
1375,321.11,2888
1409,680.36,2889
1095,443.18,2890
2021,400.3,2891
1462,340.12,2892
276,611.68,2893
396,815.66,2894
88,175.99,2895
1535,1188.21,2896
282,324.21,2897
283,558.5,2898
428,632.77,2899
1074,700.12,2900
211,443.74,2901
285,189.23,2902
723,364.67,2903
3165,1093.63,2904
698,378.99,2905
40,99.07,2906
146,265.79,2907
158,127.55,2908
425,90.69,2909
533,279.63,2910
487,446,2911
225,85.6,2912
280,292.22,2913
67,70.02,2914
708,184.47,2915
372,185.88,2916
1796,620.51,2917
1118,481.42,2918
2614,706.94,2919
884,625.12,2920
1120,404.09,2921
8,77.87,2922
654,506.73,2923
1766,844.71,2924
1646,581.12,2925
2683,764.94,2926
458,465.29,2927
882,461.6,2928
1135,672.64,2929
471,284.17,2930
1513,864.89,2931
2591,1804.29,2932
10026,7782.67,2933
3752,2347.64,2934
2607,1076.83,2935
2397,1746.2,2936
7444,1480,2937
6007,2395.44,2938
5059,2107.7,2939
5040,2462.82,2940
3323,1081.3,2941
1182,727.14,2942
3898,1988.05,2943
2141,687.09,2944
1975,558.13,2945
3091,1553.12,2946
9228,2108.88,2947
2065,773.38,2948
7617,1421.48,2949
3855,2361.91,2950
4338,4259.13,2951
1814,1013.82,2952
2832,1409.53,2953
736,621.99,2954
626,1188.92,2955
2469,1022.09,2956
1605,1508.96,2957
6429,6706.76,2958
18275,11629.99,2959
5545,3035.05,2960
4890,3380.63,2961
5922,3407.9,2962
2853,1184.96,2963
6347,2227.54,2964
6849,3664.56,2965
4285,2284.92,2966
1597,674.84,2967
4477,1913.53,2968
3800,1114.86,2969
3178,840.37,2970
1716,541.14,2971
4346,2957.41,2972
5380,2013.56,2973
5520,3253.7,2974
5080,2298.82,2975
2988,1099.85,2976
2367,966.81,2977
1847,1211.57,2978
3034,1314.62,2979
1607,861.35,2980
607,1423.54,2981
1645,1170.36,2982
5331,1365.98,2983
3211,1112.48,2984
5990,1593.56,2985
2842,1088.42,2986
4914,1856.89,2987
4937,1173.64,2988
3440,1508.11,2989
7188,2841.65,2990
3655,2323.32,2991
8327,2518.06,2992
4204,2059.45,2993
4325,3768.06,2994
5980,2358.11,2995
3694,1085.41,2996
4334,1922.9,2997
3446,3846.49,2998
2544,1266.12,2999
3484,1251.16,3000
1421,631.05,3001
3635,1031.21,3002
1651,866.06,3003
3153,1426.37,3004
0,1403.1,3005
5595,2429.44,3006
8021,2601.72,3007
5370,1676.81,3008
4076,1593.09,3009
6903,2395.48,3010
4004,1912.78,3011
805,570.97,3012
5275,2425.23,3013
6576,2441.81,3014
4146,2273.19,3015
9890,4158.62,3016
4411,2458.27,3017
6293,3318.26,3018
9438,5134.3,3019
5059,3402.25,3020
1229,446.56,3021
3439,2232.7,3022
2135,641.63,3023
2407,1249.35,3024
1985,865.18,3025
3286,1476.72,3026
2441,1494.53,3027
1136,559.73,3028
8629,2311.13,3029
1842,1143.65,3030
1014,418.4,3031
760,976.87,3032
1373,353.33,3033
2487,1113.92,3034
2895,999.12,3035
1774,420.89,3036
2246,1060.32,3037
1994,940.06,3038
1529,449.63,3039
1434,383.45,3040
1163,692.36,3041
1159,361.63,3042
3077,576.25,3043
1867,629.47,3044
5215,2046.97,3045
14133,10634.55,3046
3941,1461.6,3047
6658,3510.9,3048
6150,3283.25,3049
1437,2225.84,3050
5800,3036.89,3051
1366,1522.03,3052
3605,1033.65,3053
1786,1150.88,3054
2658,1117.91,3055
1287,324.87,3056
1717,324.46,3057
1733,862.43,3058
4794,1317.93,3059
5637,1950.92,3060
2317,1861.19,3061
2195,463.97,3062
1192,443.93,3063
1102,649.38,3064
2181,699.97,3065
1322,398.18,3066
1527,862.59,3067
494,218.91,3068
1585,672.15,3069
312,14602.86,3070
2308,71.83,3071
45,1.07,3072
2423,780.19,3073
10536,4174.93,3074
8904,4347,3075
181,1495.15,3076
239,773.02,3077
1369,416.37,3078
2096,737.31,3079
2653,748.44,3080
5925,1527.58,3081
1230,277.11,3082
3843,773.63,3083
1138,1567.65,3084
5085,1227.15,3085
3674,1263.2,3086
3898,1110.98,3087
5020,2028.07,3088
3607,921.97,3089
5930,1775.26,3090
6822,1327.78,3091
8898,1294.3,3092
4678,1219.76,3093
3987,2172.96,3094
1342,1187.24,3095
737,755.71,3096
277,1370.24,3097
809,1052.28,3098
692,2002.67,3099
559,554.81,3100
543,799.46,3101
1206,1338.12,3102
335,371.84,3103
585,507.05,3104
272,260.59,3105
1378,1220.64,3106
230,523.99,3107
642,1556.09,3108
483,462.69,3109
1612,606.26,3110
489,209.78,3111
1525,855.57,3112
7,121.84,3113
302,38.36,3114
451,81.19,3115
475,357.56,3116
438,464.95,3117
427,157.55,3118
239,131.54,3119
509,966.04,3120
2293,1250.52,3121
1459,766.02,3122
7,1305.67,3123
4001,1964.71,3124
1485,805.96,3125
0,1029.95,3126
1196,777.47,3127
4936,3365.08,3128
4718,3260.04,3129
2726,1192.2,3130
1947,2322.23,3131
1368,3563.1,3132
951,674.65,3133
472,235.15,3134
343,183.61,3135
1748,263.59,3136
3341,1146.89,3137
1563,249.94,3138
3201,396.61,3139
1887,752.14,3140
2268,690.47,3141
3793,944.58,3142
4748,2737.76,3143
4813,2891.91,3144
746,498.03,3145
1960,651.75,3146
3141,1039.34,3147
2397,657.98,3148
1696,475.5,3149
243,193.73,3150
785,381.04,3151
1739,1562.4,3152
787,1098.32,3153
538,385.48,3154
798,456.54,3155
3753,1093.7,3156
1094,172.15,3157
762,671.26,3158
11629,2915.48,3159
9585,3821.76,3160
9804,2506,3161
6323,2290.47,3162
3626,899.7,3163
1150,534.72,3164
3871,886.29,3165
4467,2144.81,3166
6449,2755.91,3167
1996,844.98,3168
310,705.23,3169
4173,4359.96,3170
1343,1627.58,3171
3083,888,3172
3720,1232.53,3173
3462,1197.52,3174
6131,2326.03,3175
1388,1075.9,3176
3294,1613.3,3177
3105,1817.25,3178
5198,2140.23,3179
2083,775.91,3180
4302,3237.9,3181
2944,2871.39,3182
501,196.48,3183
11256,5949.75,3184
2948,1287.2,3185
2667,1219.77,3186
1326,361.76,3187
1027,801.09,3188
2840,1301.71,3189
3206,1392.7,3190
3926,2512.63,3191
3012,1021.3,3192
2426,1405.59,3193
3876,2534.91,3194
1540,926.59,3195
3827,2107.49,3196
4417,1487.01,3197
4427,1600.93,3198
4405,1619.66,3199
4867,2140.63,3200
3170,1105.62,3201
6524,2594.78,3202
3982,1584.06,3203
3486,1384.65,3204
2642,992.08,3205
1312,801.59,3206
6275,1965.83,3207
5626,1603.59,3208
10519,3260.12,3209
2349,664.29,3210
872,366.41,3211
3712,1692.4,3212
6305,2487.4,3213
1990,1115.65,3214
3694,2313.4,3215
2858,1248.57,3216
4088,2456.7,3217
2084,655.07,3218
2571,891.86,3219
3423,1464.36,3220
8839,2966.78,3221
6068,2745.91,3222
10907,4754.13,3223
2418,787.33,3224
7632,2214.88,3225
4296,1719.47,3226
1730,554.95,3227
1530,505.82,3228
8984,3262.83,3229
5651,3857.95,3230
10297,4512.1,3231
7249,4652.49,3232
1354,386.49,3233
1055,631.95,3234
2019,1047.84,3235
4157,1775.83,3236
3658,1744.66,3237
2985,4821.65,3238
4416,1892.1,3239
3430,1546.44,3240
8627,3120.58,3241
3390,1407.44,3242
5883,2031.68,3243
4339,1268.59,3244
1343,702.35,3245
280,221.76,3246
769,327.18,3247
3394,1494.09,3248
3186,1089.37,3249
4064,1260.09,3250
5162,2223.77,3251
4579,2049.98,3252
6350,3656.52,3253
4516,1773.65,3254
5229,1592.34,3255
3318,2050.06,3256
6056,2221.64,3257
3165,1324.02,3258
2647,1579.41,3259
5098,5241.29,3260
6695,5184.9,3261
7131,3143.88,3262
8439,2979.94,3263
6511,1648.23,3264
4451,1301.1,3265
11220,4456.41,3266
6827,2038.71,3267
6950,2718.98,3268
6941,2007.25,3269
4085,1941.81,3270
774,227.13,3271
4502,2325.13,3272
1387,492.61,3273
6509,2509.53,3274
2509,1157.64,3275
3190,1330.07,3276
3295,1384.94,3277
4511,1712.77,3278
6431,2928.41,3279
2938,1374.97,3280
7276,2724.76,3281
3982,3111.89,3282
1122,354.09,3283
5651,2410.91,3284
2086,1584.68,3285
10186,5360.16,3286
5698,1972.67,3287
5253,2025.34,3288
7444,1724.77,3289
2244,869.11,3290
1421,746.9,3291
9561,2668.58,3292
2824,1380.14,3293
2233,1928.16,3294
3606,1698.22,3295
2824,951.26,3296
9846,5061.14,3297
3194,1656.72,3298
1591,460.84,3299
2983,1975.39,3300
12045,3766.4,3301
1088,354.74,3302
1782,536.38,3303
2576,855.28,3304
6208,1921.15,3305
9297,3736.14,3306
15797,8131.41,3307
11859,5758.28,3308
11042,3236,3309
3943,1303.22,3310
2562,713.37,3311
3424,1121.42,3312
10663,2998.76,3313
10178,4517.79,3314
11916,9526.65,3315
3734,1866.05,3316
11111,6059.57,3317
3695,1779.06,3318
4231,4172.57,3319
4755,1974,3320
1645,1038.94,3321
4332,2648.85,3322
3852,934.94,3323
1056,610.9,3324
3112,2413.14,3325
2638,811.48,3326
1544,335.83,3327
1848,1074.25,3328
3658,1744.15,3329
2769,1009.03,3330
2447,1232.15,3331
2685,693.77,3332
3183,1841.95,3333
3653,1944.71,3334
5392,2109.29,3335
1942,905.27,3336
4219,1782.33,3337
4702,2110.4,3338
3134,1549.63,3339
4731,2138.99,3340
1142,798.46,3341
3396,1474.12,3342
1572,1307.31,3343
3011,1819.84,3344
6561,3086.84,3345
3208,2578.46,3346
5360,2332.99,3347
7,6893.88,3348
8,4701.96,3349
6293,8708.16,3350
4391,5934.81,3351
0,7500.21,3352
0,6238.74,3353
0,2523.39,3354
0,1263.44,3355
41,327.18,3356
4745,3029.33,3357
2808,1251.82,3358
1212,486.88,3359
5028,1312.11,3360
2463,1091.65,3361
9614,4135.25,3362
3525,1595.16,3363
7401,3139.39,3364
2550,922.06,3365
3553,1125.07,3366
6512,2362.02,3367
4978,1351.17,3368
5668,1633.61,3369
4016,2373.6,3370
8619,4786.2,3371
4938,2226.59,3372
4073,2066.82,3373
12237,6158.76,3374
18093,7705.62,3375
10362,4129.3,3376
8594,1907.53,3377
10120,4115.64,3378
6136,2884.25,3379
6255,1987.89,3380
7791,3912.14,3381
6894,2050.74,3382
5934,2049.23,3383
6951,2463.68,3384
5716,1958.56,3385
10217,3433.7,3386
4621,2109.37,3387
2742,714.5,3388
3686,1396.14,3389
6680,2227.09,3390
3166,1075.43,3391
2346,744.87,3392
9105,4348.46,3393
9001,3585.82,3394
7244,3570.34,3395
2403,574.36,3396
3614,1953.91,3397
6011,3541.88,3398
7957,3847.15,3399
11385,4064.85,3400
4925,1392.87,3401
17738,3995.44,3402
3875,901.5,3403
3821,1497.66,3404
6122,2112.81,3405
8782,3677.83,3406
10142,3989.58,3407
23838,12085.02,3408
7319,5127.14,3409
6567,1970.19,3410
16782,4929.71,3411
9887,5766.87,3412
11873,3073.78,3413
9629,2278.44,3414
7580,1513.31,3415
9184,3090.72,3416
3611,1214.15,3417
2957,1085.24,3418
1497,452.94,3419
1449,660.2,3420
2283,860.13,3421
4590,2032.65,3422
2516,914.79,3423
3306,947.5,3424
13179,5768.17,3425
8480,3682.05,3426
29821,9719.1,3427
11615,5542.54,3428
12041,3052.41,3429
15304,7061.74,3430
6444,1481.75,3431
5379,3199.71,3432
16059,4803.41,3433
8649,3105.9,3434
19936,5906.38,3435
16280,6385.05,3436
6772,3348.93,3437
6004,2411.82,3438
5346,1536.95,3439
11501,3811.45,3440
7414,3755.49,3441
4245,1490.87,3442
6665,2305.71,3443
5385,2216.89,3444
2873,1470.56,3445
625,206.05,3446
616,613.94,3447
19,96.87,3448
2290,623.43,3449
151,81.4,3450
4164,1982.65,3451
2990,918.07,3452
4804,1433.68,3453
3025,748.52,3454
1712,463.86,3455
3763,973.19,3456
3679,1225.79,3457
815,293.98,3458
1388,705.04,3459
3973,1151.13,3460
2811,900.29,3461
3280,984.83,3462
1266,394.84,3463
559,138.69,3464
11204,4632.1,3465
1356,678.97,3466
1709,571.79,3467
5739,1556.89,3468
1103,1019.84,3469
975,322.71,3470
6382,3396.92,3471
4514,1145.03,3472
758,380.85,3473
2717,856.09,3474
3488,934.28,3475
1592,383.47,3476
1978,667.96,3477
2603,1022.52,3478
6830,4882.91,3479
1983,1279.23,3480
1736,347.51,3481
877,268.84,3482
788,325.25,3483
3657,932.43,3484
7948,3102.26,3485
6478,1572.34,3486
6771,2126.62,3487
3178,569.45,3488
2044,797.47,3489
1822,514.37,3490
7179,4246.75,3491
18594,7248.54,3492
2906,1565.59,3493
4392,2370.44,3494
1395,427.16,3495
2029,1582.36,3496
1018,365.69,3497
3345,762.77,3498
1774,732.25,3499
4098,2081.89,3500
6005,2337.49,3501
5845,1793.43,3502
1871,535.23,3503
1316,940.44,3504
7993,2444.78,3505
3495,1415.64,3506
1184,612.96,3507
4571,2384.76,3508
1999,609.06,3509
2947,806.53,3510
1103,452.33,3511
1561,608.57,3512
3300,1088.29,3513
7279,2261.06,3514
6480,2419.26,3515
4024,1646.49,3516
3964,3039.18,3517
13601,8599.96,3518
3614,1459.78,3519
2322,814.63,3520
1793,575.54,3521
1960,825.31,3522
1526,555.26,3523
4388,1528.96,3524
12254,5892.64,3525
3940,1719.84,3526
7374,3240.89,3527
7716,5750.28,3528
5787,3331.92,3529
5622,6294,3530
10493,6301.17,3531
1264,382.19,3532
5842,1111.14,3533
4374,1315.73,3534
1024,410.81,3535
7111,1203.4,3536
2316,541.51,3537
4883,1635.98,3538
1575,1075.91,3539
5084,1566.33,3540
2584,1071.6,3541
4639,1372.29,3542
2859,941.87,3543
7157,2473.46,3544
8650,3818.74,3545
4505,3164.65,3546
8726,3678.47,3547
4759,1700.07,3548
3113,1288.16,3549
5514,1042.75,3550
1673,794.29,3551
2251,924.8,3552
1023,301.51,3553
1569,785.87,3554
1989,871.7,3555
2602,896.3,3556
2431,1009.37,3557
2039,817.13,3558
6484,1664.6,3559
4029,949.18,3560
3815,1086.18,3561
1945,621.3,3562
4187,1068.82,3563
2435,970.73,3564
4733,1909.8,3565
1846,693.47,3566
4330,3296.49,3567
2908,1422.6,3568
1048,344.25,3569
1325,368.85,3570
3936,2773.47,3571
3137,1852.06,3572
8245,2650.04,3573
4859,690.6,3574
1592,575.51,3575
2831,507.02,3576
2776,1018.91,3577
4126,1452.65,3578
3769,1308.32,3579
3797,943.3,3580
1344,634.21,3581
3363,1831.22,3582
7918,2763.04,3583
2777,1016.08,3584
2143,892.61,3585
1717,270.64,3586
2057,578.79,3587
2056,272.63,3588
947,371.35,3589
795,203.09,3590
946,327.48,3591
1443,639.13,3592
775,363.08,3593
1220,713.36,3594
2719,1227.35,3595
4070,1902.51,3596
1000,413.38,3597
1127,577.62,3598
1727,474.05,3599
2432,688.93,3600
1727,410.71,3601
1581,465.83,3602
1324,441.34,3603
2433,868.78,3604
5219,1834.28,3605
2559,1418.4,3606
8492,3220.04,3607
2310,1983.44,3608
3287,1049.78,3609
5664,2062.61,3610
2239,716.92,3611
2895,811.41,3612
2254,1299.94,3613
2074,461.26,3614
2966,895.43,3615
1139,551.24,3616
1790,531.73,3617
2394,743.56,3618
1317,938.59,3619
2988,1073.18,3620
923,809.94,3621
2552,1181.19,3622
2994,2025.81,3623
2428,638.41,3624
3474,3015.97,3625
19273,9805.34,3626
3134,1185.49,3627
2158,1068.79,3628
3345,2176.1,3629
6047,3274.43,3630
2053,859.96,3631
3063,1907.38,3632
1171,304.01,3633
1537,1322.18,3634
861,604.29,3635
2343,784.03,3636
2977,1176.59,3637
3158,1137.19,3638
6680,1709.79,3639
4276,1588.5,3640
4005,1582.38,3641
15172,5365.65,3642
3662,1596.54,3643
6841,2423.39,3644
10911,5061.12,3645
6882,3626.48,3646
4652,1873.63,3647
6200,1676.09,3648
7957,2687.24,3649
2736,801.3,3650
2220,1630.29,3651
2666,979.14,3652
2894,1039.46,3653
9520,3641.62,3654
4673,1890.17,3655
3942,1921.88,3656
15388,7742.71,3657
4271,1378.33,3658
4705,1129.59,3659
6751,1403.51,3660
3307,1131.38,3661
1100,388.48,3662
1208,291.06,3663
5354,1896.07,3664
11211,5308.06,3665
2330,808.87,3666
6353,2036.22,3667
7165,3542.55,3668
3817,1486.7,3669
2141,531.8,3670
2154,523.87,3671
3387,853.16,3672
3349,908.94,3673
4776,1295.62,3674
1576,348.47,3675
2321,647.86,3676
1075,308.48,3677
2819,744.11,3678
2226,651.19,3679
1560,803.8,3680
4447,1254.08,3681
1877,718.47,3682
2108,774.45,3683
1435,413.04,3684
4290,931.83,3685
6400,1648.71,3686
3650,1237.9,3687
3040,1344.58,3688
3574,1193.21,3689
3701,661.92,3690
5860,4698.72,3691
6179,2490.4,3692
12315,4335.72,3693
12042,5721.45,3694
2684,816.12,3695
2551,595.94,3696
4038,1029.09,3697
2721,803.97,3698
4811,1282.08,3699
2252,844.16,3700
